CItemMoney::Trash                                         0x0042D920 00000091 R... B..
CItemMoney::UpdateNum                                     0x0042DB00 00000215 R... B T.
CItemOrnament::ApplySpec                                  0x0042C6E0 00000034 R... B..
CItemOrnament::CItemOrnament                              0x0042C450 0000002A R... B..
CItemOrnament::ChangePrefix                               0x0042CD20 00000116 R... B..
CItemOrnament::Erase                                      0x0042C640 00000092 R... B..
CItemOrnament::ForcedStorageIn                            0x0042CC80 00000092 R... B..
CItemOrnament::FreeSpec                                   0x0042C720 00000034 R... B..
CItemOrnament::GetSellMoney                               0x0042CE40 00000042 R... B..
CItemOrnament::Init                                       0x0042C480 00000029 R... B..
CItemOrnament::Insert                                     0x0042C920 000000F2 R... B..
CItemOrnament::PutOff                                     0x0042C870 000000AC R... B..
CItemOrnament::PutOn                                      0x0042C760 0000010C R... B..
CItemOrnament::SetWearState                               0x0042C4B0 000000AE R... B..
CItemOrnament::StorageIn                                  0x0042CB80 000000F4 R... B..
CItemOrnament::Trash                                      0x0042C560 000000D6 R... B..
CItemOrnament::UpdateNum                                  0x0042CA20 0000010C R... B..
CItemOrnament::UpgradeDestroy                             0x0042CE90 00000073 R... B..
CItemQuest::CItemQuest                                    0x0042D6B0 0000002A R... B..
CItemQuest::CanMerge                                      0x0042D860 00000069 R... B..
CItemStandard::ApplySpec                                  0x0042BEF0 00000031 R... B..
CItemStandard::Broken                                     0x0042C340 00000105 R... B..
CItemStandard::CItemStandard                              0x00426000 0000003C R... B..
CItemStandard::CanDrop                                    0x0042C2B0 00000024 R... B..
CItemStandard::CanTrade                                   0x0042C2E0 00000059 R... B..
CItemStandard::FreeSpec                                   0x0042BF30 00000031 R... B..
CItemStandard::PutOff                                     0x0042C1B0 000000F7 R... B..
CItemStandard::PutOn                                      0x0042BF70 00000240 R... B..
CItemStandard::SetWearState                               0x0042BE80 0000006A R... B..
CItemStandard::_CItemStandard                             0x00426040 00000013 R... B..
CItemTransform::ApplySpec                                 0x0042EA00 0000006E R... B..
CItemTransform::ApplyTransform                            0x0042F300 00000160 R... B..
CItemTransform::CItemTransform                            0x0042E5E0 00000052 R... B..
CItemTransform::CanDrop                                   0x0042CB30 00000044 R... B..
CItemTransform::CanTrade                                  0x0042EE90 00000033 R... B..
CItemTransform::CheatLevelUp                              0x0042F200 000000BD R... B..
CItemTransform::Erase                                     0x0042E980 0000007D R... B..
CItemTransform::ForcedStorageIn                           0x0042EFB0 00000071 R... B..
CItemTransform::FreeSpec                                  0x0042EA70 0000006E R... B..
CItemTransform::FreeTransform                             0x0042F460 0000012C R... B..
CItemTransform::Init                                      0x0042E7F0 00000030 R... B..
CItemTransform::Insert                                    0x0042ECB0 000000D1 R... B..
CItemTransform::PutInfo                                   0x0042E640 000000C7 R... B..
CItemTransform::PutOff                                    0x0042EBD0 000000D9 R... B..
CItemTransform::PutOn                                     0x0042EAE0 000000E6 R... B..
CItemTransform::SaveInfo                                  0x0042F2C0 0000003C R... B..
CItemTransform::SetWearState                              0x0042E820 0000009A R... B..
CItemTransform::StorageIn                                 0x0042EED0 000000D9 R... B..
CItemTransform::Trash                                     0x0042E8C0 000000C0 R... B..
CItemTransform::UpdateExp                                 0x0042F030 000001CD R... B..
CItemTransform::UpdateNum                                 0x0042ED90 000000F6 R... B..
CItemWeapon::ApplySpec                                    0x00427E70 00000181 R... B..
CItemWeapon::CItemWeapon                                  0x00427520 00000091 R... B..
CItemWeapon::ChangePrefix                                 0x004297B0 000003AC R... B..
CItemWeapon::Charming                                     0x00429100 000004AC R... B..
CItemWeapon::CharmingCheat                                0x004295F0 00000131 R... B..
CItemWeapon::Erase                                        0x00427D60 00000110 R... B..
CItemWeapon::ForcedStorageIn                              0x00429060 00000097 R... B..
CItemWeapon::FreeSpec                                     0x00428000 00000138 R... B..
CItemWeapon::GetSellMoney                                 0x00429C90 000000B7 R... B..
CItemWeapon::Init                                         0x00427A50 00000044 R... B..
CItemWeapon::Protect                                      0x00429B60 0000012D R... B..
CItemWeapon::PutInfo                                      0x004275E0 000001DD R... B..
CItemWeapon::PutOff                                       0x00428770 0000055C R... B..
CItemWeapon::PutOn                                        0x00428140 0000062D R... B..
CItemWeapon::SetWearState                                 0x00427AA0 000000E9 R... B..
CItemWeapon::StorageIn                                    0x00428F30 00000129 R... B..
CItemWeapon::Trash                                        0x00427C00 00000152 R... B..
CItemWeapon::UpdateNum                                    0x00428D70 0000018B R... B..
CItemWeapon::UpgradeDestroy                               0x00429D50 00000109 R... B..
CItemWeapon::UpgradeLevel                                 0x00429FB0 00000352 R... B..
CItemWeapon::UpgradeRateUp                                0x00429E60 00000144 R... B..
CItem::AddState                                           0x004261F0 0000001C R... B..
CItem::CItem                                              0x004258F0 000000BF R... B..
CItem::CanDrop                                            0x00427210 000000B9 R... B..
CItem::CanSell                                            0x004270B0 00000080 R... B..
CItem::CanTrade                                           0x00427150 000000B9 R... B..
CItem::ChangePrefix                                       0x004259F0 0000000F R... B..
CItem::ClearItemGroup                                     0x004265B0 00000089 R... B..
CItem::Close                                              0x00426490 0000011C R... B..
CItem::CreateCheatItem                                    0x00426170 00000074 R... B..
CItem::CreateDropItem                                     0x00426290 000000F5 R... B..
CItem::CreateItem                                         0x00426110 0000005F R... B..
CItem::CreateOwnItem                                      0x00426210 00000077 R... B..
CItem::CreateQuestItem                                    0x00426390 000000F4 R... B..
CItem::Drop                                               0x00426D00 00000302 R... B..
CItem::Enchant                                            0x004259D0 00000013 R... B..
CItem::Erase                                              0x00426A60 0000006C R... B..
CItem::FindInitItem                                       0x00425C60 00000049 R... B..
CItem::FindPrefix                                         0x00425CB0 00000049 R... B..
CItem::ForcedStorageIn                                    0x00427340 0000006C R... B..
CItem::GetLevel                                           0x004295B0 00000037 R... B..
CItem::GetSellMoney                                       0x004273E0 0000001A R... B..
CItem::Init                                               0x004268E0 0000006B R... B..
CItem::Insert                                             0x00426B40 000000CC R... B..
CItem::InsertInitItem                                     0x00425A50 00000051 R... B..
CItem::InsertItem                                         0x004274A0 0000007A R... B..
CItem::InsertItemGroup                                    0x00425B10 00000051 R... B..
CItem::InsertPrefix                                       0x00425AB0 00000051 R... B..
CItem::IsState                                            0x00427130 00000016 R... B..
CItem::NewIID                                             0x004273B0 0000002D R... B..
CItem::NewItem                                            0x00425D00 0000025D R... B..
CItem::OnTimer                                            0x00426640 00000101 R... B..
CItem::PutInfo                                            0x00426750 000000BC R... B..
CItem::ReloadItemGroup                                    0x00425B70 000000AE R... B..
CItem::SendCreate                                         0x00426980 00000046 R... B..
CItem::SendDelete                                         0x00426950 00000027 R... B..
CItem::SendItemInfo                                       0x00427430 0000006F R... B..
CItem::SetEtc                                             0x00427400 00000026 R... B..
CItem::StorageIn                                          0x0041EB10 0000000F R... B..
CItem::StorageOut                                         0x004272D0 00000066 R... B..
CItem::SubState                                           0x00427B90 0000001E R... B..
CItem::Sum                                                0x0042CF40 00000064 R... B..
CItem::Trade                                              0x00427010 00000093 R... B..
CItem::Trash                                              0x004269D0 00000086 R... B..
CItem::UpdateNum                                          0x00426C10 000000E5 R... B..
CItem::Use                                                0x004259B0 00000013 R... B..
CItem::_CItem                                             0x00425A30 0000001C R... B..
CItem::_scalar_deleting_destructor_                       0x00425A00 0000002C R... B..
CLink::Initialize                                         0x00438A60 0000001C R... B..
CLink::Insert                                             0x00438CE0 00000035 R... B..
CLink::MoveTo                                             0x00438C40 0000005A R... B..
CLink::Remove                                             0x0043A6F0 00000026 R... B..
CLitning::CLitning                                        0x0048E820 0000000F R......
CLitning::GetMagic                                        0x00483CF0 00000003 R......
CLitning::GetSpendMP                                      0x0048E840 0000000A R......
CLog::AddV                                                0x00432530 0000028A R... B T.
CLog::CInit::_CInit                                       0x004324E0 00000047 R... B..
CLog::Flush                                               0x00432800 00000056 R... B..
CMFireFlowerExplosion::CMFireFlowerExplosion              0x0048FFB0 00000045 R... B..
CMFireRain::GetMagicM                                     0x0048C2D0 00000034 R... B..
CMFire::GetMagicM                                         0x0048C690 00000040 R......
CMFujiExplosion::AddMagicMonsterM                         0x0048D750 00000015 R......
CMIceStorm::CMIceStorm                                    0x0048FCD0 00000010 R... B..
CMIceStorm::GetAddValueType                               0x0048FCF0 00000019 R......
CMMagicFuJiExplosion::CMMagicFuJiExplosion                0x004900A0 00000030 R......
CMMagicFuJiExplosion::ExcuteM                             0x0048D800 00000079 R......
CMMagicFuJiExplosion::GetAddValueType                     0x004900D0 00000042 R......
CMMagicFuJiExplosion::GetMagicM                           0x0048D7B0 00000050 R......
CMPoisonCloud::ApplyM                                     0x0048C320 000001B0 R......
CMPoisonCloud::CMPoisonCloud                              0x0048FD30 00000025 R......
CMPoisonCloud::GetResistNum                               0x0048EF90 0000001F R... B..
CMShock::ExcuteM                                          0x0048C9D0 00000097 R......
CMShock::GetMagicM                                        0x0048C890 000000B9 R......
CMShock::GetSpendMP                                       0x0048EB70 0000001F R... B..
CMSiegeGunBallExplosion::ExcuteM                          0x0048D2E0 000000B0 R......
CMSpark::ExcuteM                                          0x0048C4D0 0000013B R... B..
CMThunderStorm::GetAddValueType                           0x0048FCC0 0000000F R......
CMagicConti::AddMagicMonsterM                             0x0048EAC0 0000000E R......
CMagicConti::CMagicConti                                  0x0048EAA0 0000000F R......
CMagicWideFire::GetMagic                                  0x00485360 0000009F R......
CMagicWideIce::GetMagic                                   0x004852A0 0000006A R... B..
CMagicWidePos::CMagicWidePos                              0x0048E920 0000000F R......
CMagicWidePos::Excute                                     0x00484FA0 00000083 R... B..
CMagicWideSelf::CMagicWideSelf                            0x0048EA60 0000000F R......
CMagicWideSelf::Excute                                    0x00484AD0 000000C1 R......
CMagicWide::CMagicWide                                    0x0048E940 0000000F R......
CMagicWide::Excute                                        0x004844C0 00000244 R......
CMagicWide::ExcuteM                                       0x00484860 00000135 R......
CMagic::ApplyPrtyIce                                      0x00483720 00000042 R......
CMagic::CMagic                                            0x0048E730 0000001F R... B..
CMagic::Excute                                            0x00483360 00000065 R... B..
CMagic::GetResist                                         0x00483790 00000053 R......
CMainConfig::Close                                        0x00432EE0 0000000F R... B..
CMainConfig::Open                                         0x004328F0 000005C5 R... B..
CManaBurn::CManaBurn                                      0x0048F5C0 0000001F R... B..
CManaBurn::GetSpendMP                                     0x0048EB30 0000001F R... B..
CMapObject::GetState                                      0x00494270 0000004B R......
CMapObject::OnTimer                                       0x00494090 00000020 R......
CMeditation::CMeditation                                  0x0048ED50 0000001F R... B..
CMeditation::CanExcute                                    0x00486770 000000EC R......
CMemoryPool_CAuthPacket::_Alloc                           0x00401E80 00000071 R... B..
CMemoryPool_CAuthPacket::_CPool::CPool                    0x0040E750 00000019 R... B..
CMemoryPool_CAuthPacket::_CPool::_CPool                   0x00402030 00000010 R... B..
CMemoryPool_CAuthPacket::_Free                            0x00401F50 0000002E R... B..
CMemoryPool_CAuthPacket::_FreeAll                         0x00402040 00000064 R... B..
CMemoryPool_CBaseList::_Alloc                             0x00402460 00000057 R... B..
CMemoryPool_CBaseList::_CPool::_CPool                     0x004024F0 00000010 R... B..
CMemoryPool_CBaseList::_Free                              0x004024C0 0000002E R... B..
CMemoryPool_CBaseList::_FreeAll                           0x00402500 0000004C R... B..
CMemoryPool_CDBPacket::_Alloc                             0x0040DCF0 00000071 R... B..
CMemoryPool_CDBPacket::_CPool::_CPool                     0x0040DDF0 00000010 R... B..
CMemoryPool_CDBPacket::_Free                              0x0040DD70 0000002E R... B..
CMemoryPool_CDBPacket::_FreeAll                           0x0040DE00 00000064 R... B..
CMemoryPool_CFindPath::NODE::_Alloc                       0x0040E650 00000070 R... B..
CMemoryPool_CFindPath::NODE::_CPool::_CPool               0x0040E770 00000010 R... B..
CMemoryPool_CFindPath::NODE::_Free                        0x0040E6C0 0000002D R... B..
CMemoryPool_CFindPath::NODE::_FreeAll                     0x0040E780 0000004B R... B..
CMemoryPool_CSkill::_Alloc                                0x0048DC40 0000006A R......
CMemoryPool_CSkill::_CPool::_CPool                        0x004020B0 00000010 R... B..
CMemoryPool_CSkill::_Free                                 0x0048DCC0 0000000F R......
CMemoryPool_CSkill::_FreeAll                              0x004020C0 0000004C R... B..
CMemory::CInit::CInit                                     0x004356C0 0000005E R... B..
CMemory::CMemory                                          0x00435720 0000002D R... B..
CMemory::::sbh_alloc_block                                0x00435910 00000523 R... B..
CMemory::::sbh_alloc_new_group                            0x00435F60 000001EF R... B..
CMemory::::sbh_alloc_new_region                           0x00435E40 00000114 R... B..
CMemory::::sbh_find_block                                 0x00436240 00000059 R... B..
CMemory::::sbh_free_block                                 0x004362A0 000005C5 R... B..
CMemory::::sbh_heap_init                                  0x004357B0 0000006B R... B..
CMemory::::sbh_resize_block                               0x00436AB0 000005CB R... B..
CMemory::_free                                            0x00436150 0000003E R... B..
CMemory::_free_base                                       0x00436190 000000A3 R... B T.
CMemory::_heap_alloc_base                                 0x00435890 00000078 R... B T.
CMemory::_heap_init                                       0x00435750 0000005A R... B..
CMemory::_malloc                                          0x00435820 00000063 R... B..
CMemory::_mlock                                           0x004370A0 00000018 R... B..
CMemory::_munlock                                         0x004370C0 00000018 R... B..
CMemory::_realloc                                         0x00436870 00000084 R... B..
CMemory::_realloc_base                                    0x00436900 000001A7 R... B T.
CMeshChance::Apply                                        0x0048A4E0 00000038 R......
CMeshChance::CMeshChance                                  0x0048F5E0 0000001F R... B..
CMeshChance::CanExcute                                    0x0048A490 0000003A R......
CMeshDefense::Apply                                       0x0048A7C0 00000028 R......
CMeshDefense::CMeshDefense                                0x0048F6A0 0000001F R... B..
CMeshDefense::CanSkillUp                                  0x0048A560 00000065 R... B..
CMeshDex::CMeshDex                                        0x0048F640 0000001F R... B..
CMeshHth::Apply                                           0x0048A600 00000076 R......
CMeshHth::CMeshHth                                        0x0048F620 0000001F R... B..
CMeshInt::CMeshInt                                        0x0048F660 0000001F R... B..
CMeshSpeed::CMeshSpeed                                    0x0048F2B0 0000000F R......
CMeshStr::CMeshStr                                        0x0048F600 0000001F R... B..
CMeshStr::CanSkillUp                                      0x004838A0 00000013 R......
CMeshWis::Apply                                           0x0048A720 0000004C R......
CMeshWis::CMeshWis                                        0x0048F680 0000001F R... B..
CMeshWis::CanSkillUp                                      0x0048A780 00000028 R......
CMesmerization::Apply                                     0x004854C0 00000009 R......
CMesmerization::CMesmerization                            0x0048E9A0 0000000F R......
CMesmerization::SpendMPRage                               0x004855C0 00000010 R......
CMock::CMock                                              0x0048E280 00000021 R... B..
CMock::CanExcute                                          0x00482BA0 0000000D R......
CMock::Excute                                             0x00482BF0 00000134 R......
CMonsterBigBirdMaster::CMonsterBigBirdMaster              0x00444290 0000001F R... B..
CMonsterBigBirdMaster::Create                             0x00443FD0 000002B9 R... B..
CMonsterBigBirdMaster::Tick                               0x004442D0 0000028E R... B..
CMonsterBigBirdMother::Attack                             0x00443B30 000003A9 R... B..
CMonsterBigBirdMother::CMonsterBigBirdMother              0x00443060 0000002C R... B..
CMonsterBigBirdMother::Create                             0x00443090 000002AE R... B..
CMonsterBigBirdMother::Damage                             0x00443970 000001B9 R... B..
CMonsterBigBirdMother::Move                               0x00443630 0000033B R... B..
CMonsterBigBirdMother::OnSummon                           0x004435B0 00000079 R... B..
CMonsterBigBirdMother::Summon                             0x004434F0 000000BE R... B..
CMonsterBigBirdMother::Tick                               0x00443340 000001B0 R... B..
CMonsterBlackBug::CMonsterBlackBug                        0x00439C00 00000054 R... B..
CMonsterBlackBug::Damage                                  0x00442410 000001C7 R... B..
CMonsterBlackBug::Summon                                  0x00442670 000000BE R... B..
CMonsterBlackBug::Tick                                    0x004421F0 0000016F R... B..
CMonsterBlackBug::UpdateChild                             0x004425E0 00000087 R... B..
CMonsterCocoon::CMonsterCocoon                            0x00439CC0 0000005B R... B..
CMonsterCocoon::Tick                                      0x00442A20 000000C1 R... B..
CMonsterEgg::CMonsterEgg                                  0x00439C60 00000052 R... B..
CMonsterEgg::OnSummon                                     0x004429A0 00000079 R... B..
CMonsterEgg::Summon                                       0x004428D0 000000C6 R... B..
CMonsterEgg::Tick                                         0x004427C0 00000102 R... B..
CMonsterFireFlower::CMonsterFireFlower                    0x00439D80 0000005C R... B..
CMonsterFireFlower::Move                                  0x00401130 0000000B R... B..
CMonsterFireFlower::Tick                                  0x00443EE0 000000E8 R... B..
CMonsterFireFlower::_CMonsterFireFlower                   0x004442B0 00000013 R... B..
CMonsterGuildWar::CMonsterGuildWar                        0x00441230 00000074 R... B..
CMonsterGuildWar::Create                                  0x004412B0 000002B3 R... B..
CMonsterGuildWar::Damage                                  0x00441590 000001FB R... B..
CMonsterGuildWar::GetGID                                  0x00439B10 00000014 R... B..
CMonsterGuildWar::GetGuildName                            0x00439B30 00000013 R... B..
CMonsterGuildWar::SetGuild                                0x004418A0 0000003E R... B..
CMonsterGuildWar::SetProperty                             0x00441790 00000059 R... B..
CMonsterGuildWar::Tick                                    0x004417F0 000000AF R... B..
CMonsterInactive::Add                                     0x004411F0 00000035 R... B..
CMonsterInactive::CMonsterInactive                        0x004399D0 00000025 R... B..
CMonsterInactive::Damage                                  0x00441030 0000016C R... B..
CMonsterInactive::SetProperty                             0x004411A0 00000045 R... B..
CMonsterInactive::_CMonsterInactive                       0x00439AB0 00000013 R... B..
CMonsterInvaderBoss::AI                                   0x004457F0 0000013B R... B..
CMonsterInvaderBoss::CMonsterInvaderBoss                  0x00439F40 00000069 R... B..
CMonsterInvaderBoss::Tick                                 0x00445950 000001CA R... B..
CMonsterItem::Add                                         0x00441C70 0000006C R... B..
CMonsterItem::CMonsterItem                                0x00439B50 00000025 R... B..
CMonsterItem::Damage                                      0x00441920 000001F8 R... B..
CMonsterItem::Remove                                      0x00441CE0 00000073 R... B..
CMonsterItem::Tick                                        0x00441B20 00000142 R... B..
CMonsterItem::_CMonsterItem                               0x00439BB0 0000001C R... B..
CMonsterItem::_scalar_deleting_destructor_                0x00439B80 0000002C R... B..
CMonsterMagic::Add                                        0x00442160 00000088 R... B..
CMonsterMagic::CMonsterMagic                              0x00441D60 0000007C R... B..
CMonsterMagic::Create                                     0x00441DE0 00000248 R... B..
CMonsterMagic::SetProperty                                0x00442110 0000004F R... B..
CMonsterMagic::Tick                                       0x00442030 000000D8 R... B..
CMonsterMagic::_scalar_deleting_destructor_               0x00439A80 0000002C R... B..
CMonsterMaguniMaster::AI                                  0x00440550 0000012E R... B..
CMonsterMaguniMaster::CMonsterMaguniMaster                0x00442DF0 0000001F R... B..
CMonsterMaguniMaster::Create                              0x00442AF0 000002FB R... B..
CMonsterMaguniMaster::Die                                 0x00444560 0000016A R... B..
CMonsterMaguniMaster::Tick                                0x00442E10 00000245 R... B..
CMonsterMaguniWithSkillOnly::AI                           0x0043F4E0 000002EF R... B..
CMonsterMaguniWithSkillOnly::CMonsterMaguniWithSkillOnly  0x00439910 00000025 R... B..
CMonsterMaguniWithSkillOnly::SetTarget                    0x0043F490 00000048 R... B..
CMonsterMaguniWithSkillOnly::Tick                         0x0043F7F0 000000EF R... B..
CMonsterMaguniWithSkillOnly::_CMonsterMaguniWithSkillOnly 0x00439970 00000013 R... B..
CMonsterMaguniWithSkillOnly::_scalar_deleting_destructor_ 0x00439940 0000002C R... B..
CMonsterMaguniWithSkill::AI                               0x0043F8E0 000002F5 R... B..
CMonsterMaguniWithSkill::Attack                           0x0043FD50 00000319 R... B..
CMonsterMaguniWithSkill::CMonsterMaguniWithSkill          0x00439990 00000032 R... B..
CMonsterMaguniWithSkill::Tick                             0x0043FBF0 0000015C R... B..
CMonsterMaguni::CMonsterMaguni                            0x00439830 00000025 R... B..
CMonsterMaguni::Damage                                    0x0043F260 0000016D R... B..
CMonsterMaguni::Die                                       0x0043F3D0 000000C0 R... B..
CMonsterNotReal::AddBuff                                  0x00440FF0 00000039 R... B..
CMonsterNotReal::CMonsterNotReal                          0x00439AF0 0000001F R... B..
CMonsterNotReal::_CMonsterNotReal                         0x00439A60 00000013 R... B..
CMonsterNotReal::_scalar_deleting_destructor_             0x00439A30 0000002C R... B..
CMonsterObject::CMonsterObject                            0x00438A00 0000005F R... B..
CMonsterObject::Insert                                    0x00438CA0 00000032 R... B..
CMonsterObject::OnTimer                                   0x00438AB0 0000018B R... B..
CMonsterObject::Stop                                      0x00438D20 00000084 R... B..
CMonsterObject::_scalar_deleting_destructor_              0x00438A80 0000002C R... B..
CMonsterReal::AI                                          0x0043D060 000000CC R... B..
CMonsterReal::Add                                         0x0043CFA0 00000040 R... B..
CMonsterReal::AddGState                                   0x00449220 0000003D R... B..
CMonsterReal::AddHostility                                0x0043D210 000001F1 R... B..
CMonsterReal::AfterDamage                                 0x0043EB40 000000DC R... B..
CMonsterReal::AllotExp                                    0x0043ECC0 000004DF R... B..
CMonsterReal::AllotTransformExp                           0x0043EC20 0000009E R... B..
CMonsterReal::ApplyDamage                                 0x0043E950 00000163 R... B..
CMonsterReal::Attack                                      0x0043D510 00000355 R... B..
CMonsterReal::CMonsterReal                                0x0043A8F0 0000010D R... B..
CMonsterReal::Damage                                      0x0043ABB0 00000191 R... B..
CMonsterReal::Defense                                     0x0043AEB0 0000004D R... B..
CMonsterReal::Die                                         0x00442360 000000A2 R... B..
CMonsterReal::GetAttackType                               0x00439860 0000001A R... B..
CMonsterReal::GetChasePt                                  0x0043E470 000003C2 R... B..
CMonsterReal::GetMSpeed                                   0x0043D480 00000083 R... B..
CMonsterReal::GetRandomPt                                 0x0043E070 0000014F R... B..
CMonsterReal::ManageBuff                                  0x0043E8F0 0000005B R... B..
CMonsterReal::Move                                        0x0043DBC0 000004AE R... B..
CMonsterReal::OnDelete                                    0x0043AA00 000000BF R... B..
CMonsterReal::Remove                                      0x0043CFE0 0000007E R... B..
CMonsterReal::RemoveHostility                             0x0043D410 0000006A R... B..
CMonsterReal::ResetHostility                              0x0043F1C0 0000009F R... B..
CMonsterReal::ResetNextMove                               0x00439880 00000025 R... B..
CMonsterReal::ReviseProperty                              0x0043AF00 0000008A R... B..
CMonsterReal::ScanSight                                   0x0043E8C0 00000030 R... B..
CMonsterReal::SendCreate                                  0x0043AAC0 000000EF R... B..
CMonsterReal::SetProperty                                 0x0043CEA0 000000C4 R... B..
CMonsterReal::SetTarget                                   0x0043AFD0 0000005C R... B..
CMonsterReal::Tick                                        0x0043D140 000000CF R... B..
CMonsterReal::UpdateProperty                              0x0043B030 000000F7 R... B..
CMonsterReal::UpdatePrtyPer                               0x0043BF60 00000E50 R... B..
CMonsterReal::UpdatePrtyPt                                0x0043B130 00000CBB R... B..
CMonsterReal::_CMonsterReal                               0x004398B0 0000003D R... B..
CMonsterReal::_scalar_deleting_destructor_                0x0043A8C0 0000002C R... B..
CMonsterSiegeGunBall::AI                                  0x004453B0 000000F0 R... B..
CMonsterSiegeGunBall::CMonsterSiegeGunBall                0x00444F90 0000009E R... B..
CMonsterSiegeGunBall::Create                              0x00445030 00000271 R... B..
CMonsterSiegeGunBall::Damage                              0x0040ABD0 0000000F R... B..
CMonsterSiegeGunBall::Tick                                0x004452B0 000000F5 R... B..
CMonsterSiegeGunRuins::AI                                 0x00442730 00000081 R... B..
CMonsterSiegeGunRuins::CMonsterSiegeGunRuins              0x00439EF0 0000001F R... B..
CMonsterSiegeGunRuins::Tick                               0x004454A0 00000070 R... B..
CMonsterSiegeGun::AI                                      0x00444A10 000000FF R... B..
CMonsterSiegeGun::CMonsterSiegeGun                        0x004446D0 0000008E R... B..
CMonsterSiegeGun::Create                                  0x00444760 000002AE R... B..
CMonsterSiegeGun::Damage                                  0x00444E30 0000015A R... B..
CMonsterSiegeGun::Die                                     0x00444C00 00000123 R... B..
CMonsterSiegeGun::GetGuildName                            0x00439E80 00000013 R... B..
CMonsterSiegeGun::SetFire                                 0x00444D30 00000041 R... B..
CMonsterSiegeGun::SetOperator                             0x00444DD0 00000051 R... B..
CMonsterSiegeGun::Summon                                  0x00444D80 00000041 R... B..
CMonsterSiegeGun::Tick                                    0x00444B10 000000F0 R... B..
CMonsterSiegeGun::_scalar_deleting_destructor_            0x00439EC0 0000002C R... B..
CMonsterSkill::CMonsterSkill                              0x00480BF0 00000055 R......
CMonsterSkill::Close                                      0x00480CD0 0000001F R... B..
CMonsterSkill::ExcuteSkill                                0x00481010 00000030 R......
CMonsterSkill::ExcuteSkillWithoutResetSkill               0x004810B0 00000099 R......
CMonsterSkill::LoadSkill                                  0x00480E40 00000038 R... B..
CMonsterSkill::PreSkill                                   0x00480F30 0000004E R......
CMonsterSkill::ResetCurSkill                              0x00481090 00000020 R......
CMonsterSkill::SetCurSkill                                0x00480D30 00000012 R......
CMonsterSkill::SetCurSkillDefault                         0x00480DC0 0000004B R......
CMonsterTowerBoss::Attack                                 0x00440A30 00000355 R... B..
CMonsterTowerBoss::CMonsterTowerBoss                      0x004400F0 000000A3 R... B..
CMonsterTowerBoss::Create                                 0x004401A0 0000028F R... B..
CMonsterTowerBoss::Defense                                0x00440500 00000041 R... B..
CMonsterTowerBoss::IsIgnore                               0x004400D0 00000018 R... B..
CMonsterTowerBoss::OnDelete                               0x00440430 000000CA R... B..
CMonsterTowerBoss::OnSummon                               0x00440F70 00000079 R... B..
CMonsterTowerBoss::Reaction                               0x00440EE0 0000008A R... B..
CMonsterTowerBoss::Summon                                 0x00440E20 000000BE R... B..
CMonsterTowerBoss::Tick                                   0x004406A0 00000383 R... B..
CMonsterTowerBoss::UpdateChild                            0x00440D90 00000087 R... B..
CMonsterWithSkillOnly::Attack                             0x00445610 000001D3 R... B..
CMonsterWithSkillOnly::CMonsterWithSkillOnly              0x00439F10 00000025 R... B..
CMonsterWithSkillOnly::Tick                               0x00445510 000000F6 R... B..
CMonster::AI                                              0x0043A620 00000013 R... B..
CMonster::Add                                             0x0043A640 0000006C R... B..
CMonster::CMonster                                        0x00438FC0 000000F9 R... B..
CMonster::CanAttack                                       0x0043A770 0000005F R... B..
CMonster::Create                                          0x00439FB0 00000247 R... B..
CMonster::FindMonster                                     0x0043A240 00000078 R... B..
CMonster::GetGID                                          0x00438E90 00000014 R... B..
CMonster::GetGuildName                                    0x00438EB0 00000010 R... B..
CMonster::GetMonsterList                                  0x0043A2C0 00000089 R... B..
CMonster::GetOperatorName                                 0x0043A720 00000050 R... B..
CMonster::IsRemoved                                       0x00449450 00000036 R... B..
CMonster::NewMonster                                      0x00439200 000005CE R... B..
CMonster::OnDelete                                        0x0043A3F0 000000A8 R... B..
CMonster::Remove                                          0x0043A6B0 00000038 R... B..
CMonster::ResetNextMove                                   0x004021B0 0000000D R... B..
CMonster::ScanMonster                                     0x0043A350 00000097 R... B..
CMonster::SendCreate                                      0x0043A4D0 000000B5 R... B..
CMonster::SendDelete                                      0x0043A4A0 00000027 R... B..
CMonster::SetProperty                                     0x0043A5E0 0000003B R... B..
CMonster::SetTarget                                       0x0043A590 00000043 R... B..
CMonster::Size                                            0x004391F0 0000000A R... B..
CMonster::Start                                           0x004390C0 00000061 R... B..
CMonster::Stop                                            0x00439130 000000C0 R... B..
CMonster::Summon                                          0x00438EC0 0000000D R... B..
CMonster::_CMonster                                       0x00438F00 0000002A R... B..
CMonster::_scalar_deleting_destructor_                    0x00438ED0 0000002C R... B..
CMysticArrow::CMysticArrow                                0x0048E6F0 0000000F R......
CMysticArrow::CanSkillUp                                  0x00483300 00000003 R......
CNPCDoor::CNPCDoor                                        0x00448E10 00000050 R... B..
CNPCDoor::Process                                         0x00449C80 000000FA R... B..
CNPCDoor::Tick                                            0x00449BF0 00000090 R... B..
CNPCInformant::_scalar_deleting_destructor_               0x00448D30 0000002C R... B..
CNPCMerchant::CNPCMerchant                                0x00448D00 00000025 R... B..
CNPCObject::CNPCObject                                    0x00448530 0000005F R... B..
CNPCObject::Insert                                        0x00448740 0000003D R... B..
CNPCObject::OnTimer                                       0x004485C0 00000174 R... B..
